0,Fields group,Management of the resource,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,,0
0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
60,,INSTelugu00060,Nilakanta Sastri & Venkataramayya 1947-1948: 242-244 (EI XXVIICOMMA 42 K),2022-01,jeth,2022-02-17,,,,DHARMA,Telugu,CC0,INSTelugu00060,,,Chamaluru Inscription of Prithivivallabha Vijayadi[tya] Chola: 22nd Year,,On four sides of a stone lying in a field on the borders of the village Cāmalūru,ARTTelugu000053,,,donative-religious_land_grant,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,Sanskrit,,,,,,,,,,21,35,A:10§B:9§C:10§D:6,,,,,697-750,low,,reign,,,,Nilakanta Sastri & Venkataramayya 1947-1948: 242-244 (EI XXVIICOMMA 42 K),Sastri 1969: 303-304COMMA No. 28$Radha Krishna 1971: 40COMMA No. 56,,The editors in EI surmise that the inscription was issued around 750 CECOMMA the name of the ruler being formed after Vijayāditya of the Calukyas. HoweverCOMMA the lines that mention the name are now lost and only retrievable from the Mackenzie collection's eye-copy. The name is written there as 'vijayādi'. The akṣara <yā>COMMA howeverCOMMA looks almost like <mā> so that in case of a misreading of <ja> the actual name may have been Vikramāditya. If soCOMMA the 22nd year of his reign would have been 697 CE. The date interval covers both approaches. Regnal year: Vijayāditya-CōḻamahārājaCOMMA year 22,DHARMA,CC-BY-SA,,,,60
61,,INSTelugu00061,ARIE 1918: 82 (appendix B/1917COMMA No. 797),2022-01,jeth,2022-02-17,,,,DHARMA,Telugu,CC0,INSTelugu00061,Hero stone of Arivarajamunṟu,,Budidigaddapalle Inscription of Mahendra (II),,On a hero-stone set up to the north-east of BudidigaddapalliCOMMA hamlet of Husēnāpuram,ARTTelugu000054,,,commemorative-memorial-hero_memorial,,,,Telugu,brahmi_and_derivatives-southern_class_brahmi,regional_Brahmi--derived_script,,,,,,,,,,,4,,,,,,,750-800,low,,palaeography,,,,Nilakanta Sastri & Venkataramayya 1947-1948: 244-246 (EI XXVIICOMMA 42 L)$Ramayya Pantulu 1948: 340 (SII XCOMMA 632)$Lakshminarayan Rao 1948: lviii,ARIE 1918: 82 (appendix B/1917COMMA No. 797)$Sastri 1969: 304COMMA No. 29$Radha Krishna 1971: 35-36COMMA No. 51,hero stone,The date is given according to Nilakanta Sastri & Venkataramayya on palaeographical grounds. If Dantiyamma-maṁgu who is mentioned in the text is Rāṣṭrakūṭa Dantidurga the date interval would narrow down to 753-756 or slightly later. Regnal year: Mahēndran mānaravi maṟunṟapiḍugu,DHARMA,CC-BY-SA,,,,61
62,,INSTelugu00062,ARIE 1920: 76 (appendix C/1920COMMA No. 306),2022-01,jeth,2022-02-18,,,,DHARMA,Telugu,CC0,INSTelugu00062,,,,,On a slab set up near the old village-site at MailavaramCOMMA Ongole talukCOMMA Guntur district,ARTTelugu000055,,,commemorative-memorial-hero_memorial,donative-religious_land_grant,,,Telugu,,,,,,,,,,,,,7,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 16 (SII XCOMMA 34),ARIE 1920: 76 (appendix C/1920COMMA No. 306)$Sastri 1969: 327COMMA No. 53$Radh Krishna 1971: 47-48COMMA No. 67,,Gu(ja)pōṟēru is mentioned who may have been a ruler. The date is given according to Radha Krishna who assigns it on palaeographical grounds after having seen the estampage (1971: 47COMMA n. 83). If Gu(ja)pōṟēru is identical with Kūcapōṟiyāru of EI XXVIICOMMA 42 K the date would be around 700 CE if the conjectural reading of the ruler ibidem as Vikramāditya is correct. The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,62
63,,INSTelugu00063,ARIE 1893: 15 (appendix B/1893COMMA No. 108-A),2022-01,jeth,2022-03-09,,,,DHARMA,Telugu,CC0,INSTelugu00063,,,,,On the flight of steps at the first gate leading up the hill to the Trikōṭīśvara temple at Kōṭapakoṇḍa,ARTTelugu000056,,,utilitarian-name_person,,,,Telugu,,,,,,,,,,,,,3,,,,,,,700-800,low,,palaeography,,,,Krishna Sastri 1923: 299 (SII IVCOMMA 922),ARIE 1893: 15 (appendix B/1893COMMA No. 108-A)$Radha Krishna 1971: 41COMMA No. 57,,"The information on the exact location was taken from Radha Krishna (1971: 41). Radha Krishna (1971: 41COMMA an. 72) states that ""[t]he Editor observes that the ""characters are of the 8th century A. D."""". Krishna Sastri (SII IVCOMMA 922COMMA an. 1) states that ""[t]he letters of this inscription are referable to about the 8th century A. D."" (this statement refers to Nos. 922COMMA 923 & 924). Radha Krishna ibidem also refers to M. Somasekhara Sarma in Bhārati No. 11COMMA pp. 461-467 who is said to support this view. HoweverCOMMA I could not obtain that respective volume.",DHARMA,CC-BY-SA,,,,63
64,,INSTelugu00064,ARIE 1906: 21 (appendix B/1905COMMA No. 340),2022-01,jeth,2022-03-09,,,,DHARMA,Telugu,CC0,INSTelugu00064,,,,,On a slab lying in the bed of the Pennēru at Dānavulapāḍu,ARTTelugu000057,,,donative,,,,Telugu,,,,,,,,,,,,,16,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 332-333 (SII XCOMMA 605),ARIE 1906: 21 (appendix B/1905COMMA No. 340)$Radha Krishna 1971: 44-45COMMA No. 62,,"The inscription is ""[i]ncomplete and unintelligible"" but seems to ""record a gift of land"" (Ramayya Pantulu 1948: 332).. The characters are ""archaic"" according to ARIE 1906: 21. Radha Krishna interprets this to point to the 8th century CE (1971:44COMMA an. 77). The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,64
65,,INSTelugu00065,ARIE 1939: 57 (appendix B/1938-1939COMMA No. 446),2022-01,jeth,2022-03-10,,,,DHARMA,Telugu,CC0,INSTelugu00065,Grant of Dugirāju’s son Koṁḍivillu,,,,On a slab forming the west wall of the Vīrabhadra shrine on the south side of the Bhīmēśvara temple in Pēṭlūru,ARTTelugu000058,,,donative-religious_land_grant,,,,Telugu,,,,,,,,,,,,,14,,A:12§B:2,,,,,700-800,low,,palaeography,,,,Butterworth & Venugopaul Chetty 1905 II: 606-607 (NI II: 606-607)$Sastri 1969: 307-308COMMA No. 34 (reading provided by M. S. Sarma (ibid. an. 1))$Radha Krishna 1971: 46-47COMMA No. 65 (reading with the help of K. Harshavardhana Sarma (ibidem an. 81)),ARIE 1939: 57 (appendix B/1938-1939COMMA No. 446),,The date follows the assumption of Radha Krishna (1971: 64COMMA an. 81). The inscription mentions EṟayurājuCOMMA son of Dugirāju but it is not clear whether he can be connected with any known ruler.,DHARMA,CC-BY-SA,,,,65
66,,INSTelugu00066,ARIE 1923: 57 (appendix B/1922COMMA No. 796),2022-01,jeth,2022-03-10,,,,DHARMA,Telugu,CC0,INSTelugu00066,,,,,On a stone lying before the Sōmēśvarasvāmin temple at Palaparru,ARTTelugu000059,,,donative,,,,Telugu,,,,,,,,,,,,,11,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 16-17 (SII XCOMMA 37),ARIE 1923: 57 (appendix B/1922COMMA No. 796)$Radha Krishna 1971: 50COMMA No. 72,,The date follows the assumption of Radha Krishna (1971: 50COMMA an. 88). The inscription is very much damaged. It seems to be clearCOMMA thoughCOMMA that at least two persons acted as donors and that a tank was somehow involved. The reading as published in ARIE and SII differ considerably regarding the fact that the remaining text is quite small. The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,66
67,,INSTelugu00067,ARIE 1907: 35 (appendix B/1906COMMA No. 469),2022-01,jeth,2022-03-14,,,,DHARMA,Telugu,CC0,INSTelugu00067,Commemorative stone of Cākala,,,,On a stone unearthed in the bed of the stream at Kāmanūru,ARTTelugu000060,,,commemorative-memorial,,,,Telugu,,,,,,,,,,,,,6,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 334 (SII XCOMMA 610),ARIE 1907: 35 (appendix B/1906COMMA No. 469)$Sastri 1969: 334COMMA No. 70$Radha Krishna 1971: 45COMMA No. 63,,"The date follows the assumption of Radha Krishna (1971: 45COMMA No. 63). In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,67
68,,INSTelugu00068,ARIE 1907: 38 (appendix B/1906COMMA No. 515),2022-01,jeth,2022-03-14,,,,DHARMA,Telugu,CC0,INSTelugu00068,,,,,On a pillar set up in the court-yard of the Cennakēśavasvāmin temple at Muttukūru,ARTTelugu000061,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,7,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 335 (SII XCOMMA 614),ARIE 1907: 38 (appendix B/1906COMMA No. 515)$Sastri 1969: 334COMMA No. 71$Radha Krishna 1971: 48COMMA No. 68,,"The date follows the assumption of Radha Krishna (1971: 48COMMA an. 84). In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,68
69,,INSTelugu00069,ARIE 1907: 37 (appendix B/1906COMMA No. 497),2022-01,jeth,2022-03-14,,,,DHARMA,Telugu,CC0,INSTelugu00069,,,,,On a stone lying behind the western gopura of the Bhairavēśvara temple at Mōpūr,ARTTelugu000062,,,donative,,,,Telugu,,,,,,,,,,,,,10,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 336 (SII XCOMMA 615),ARIE 1907: 37 (appendix B/1906COMMA No. 497)$Sastri 1969: 335COMMA No. 72$Radha Krishna 1971: 48-49COMMA No. 69,,"The date follows the assumption of Radha Krishna (1971: 48COMMA an. 85). In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture. Regnal year: Miḷḷirāju",DHARMA,CC-BY-SA,,,,69
70,,INSTelugu00070,ARIE 1923: 16 (appendix B/1922COMMA No. 337),2022-01,jeth,2022-03-14,,,,DHARMA,Telugu,CC0,INSTelugu00070,,,,,On a broken slab near GoddolollapalleCOMMA hamlet of Sompalle,ARTTelugu000063,,,donative,,,,Telugu,,,,,,,,,,,,,7,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 336 (SII XCOMMA 616),ARIE 1923: 16 (appendix B/1922COMMA No. 337)$Sastri 1969: 335COMMA No. 73$Radha Krishna 1971: 49-50COMMA No. 71,,"The date follows the assumption of Radha Krishna (1971: 49COMMA an. 87). In ARIE it is stated that the inscription is written in ""Telugu (archaic)."" The donation part is almost entirely damaged but the imprecation is quite well preserved. The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,70
71,,INSTelugu00071,ARIE 1918:83 (appendix B/1917COMMA No. 811),2022-01,jeth,2022-03-14,,,,DHARMA,Telugu,CC0,INSTelugu00071,Grant of a tank by Apimanagaṁgukessaraju,,,,On a stone lying in a field near BūḍidigaḍḍapalliCOMMA a hamlet of Vanavōlu,ARTTelugu000064,,,donative-secular_donation,,,,Telugu,,,,,,,,,,,,,5,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 341 (SII XCOMMA 633),ARIE 1918:83 (appendix B/1917COMMA No. 811)$Sastri 1969: 341COMMA No. 86$Radha Krishna 1971: 47COMMA No. 66,,"The date follows the assumption of Radha Krishna (1971: 47COMMA an. 82). In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,71
72,,INSTelugu00072,ARIE 1905:14 (appendix A/1904COMMA No. 378),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00072,Statement that the temple or shrine is that of Rēvaśarmma,,,,On one face of a slabCOMMA that also bears another inscriptionCOMMA set up close to the east wall of the Āñjanēya shrine in the Cennakēśava temple at Kalamaḷḷa,ARTTelugu000065,,,inaugurative-contruction_religious_building,,,,Telugu,,,,,,,,,,,,,2,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 334 (SII XCOMMA 608),ARIE 1905:14 (appendix A/1904COMMA No. 378)$Sastri 1969: 344COMMA No. 95$Radha Krishna 1971: 50COMMA No. 73,,"The date follows the assumption of Radha Krishna (1971: 50COMMA an. 89). In ARIE it is stated that the inscription is written in ""archaic characters."" Acoording to ARIE the same slab bears another Telugu inscription dated Śaka 1515 (ARIE 1905: 14 (appendix A/1904COMMA No. 377). The inscription was published without a picture.",DHARMA,CC-BY-SA,,,,72
73,,INSTelugu00073,ARIE 1900: 33 (appendix A/1899COMMA No. 154),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00073,,,,,On a pillar in the maṇḍapa in front of the Kapōtēśvara temple at Chejerla,ARTTelugu000066,,,donative,,,,Telugu,,,,,,,,,,,,,9,,,,,,,624-755,low,,reign,,,,Subrahmanya Aiyer 1928: 212-213 (SII VICOMMA 593),ARIE 1900: 33 (appendix A/1899COMMA No. 154)$Sastri 1969: 344-345COMMA No. 96$Radha Krishna 1971: 30-31COMMA No. 47,,"Viṣamasiddhi was a title that was born by Viṣṇuvardhana ICOMMA IICOMMA and III of the Eastern Cāḷukya dynasty. HenceCOMMA the date given here encompasses the rule of all three rulers. The beginning of the inscription is heavily damaged so that no further information on the ruler is available. In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture. Regnal year: Viṣamasiddhi",DHARMA,CC-BY-SA,,,,73
74,,INSTelugu00074,ARIE 1907: 39 (appendix B/1906COMMA No. 535),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00074,Hero stone for some unknown warrior,,,,On a slab found near the ruined ´Siva temple in the Yēnugarātimadi field at Peddatippasamudram near Madanapalle,ARTTelugu000067,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,7,,,,,,,700-800,low,,palaeography,,,,Ramayya Pantulu 1948: 343 (SII XCOMMA 641),ARIE 1907: 39 (appendix B/1906COMMA No. 535)$Sastri 1969: 343COMMA No. 92$Radha Krishna 1971: 49COMMA No. 70,,"The date follows the assumption of Radha Krishna (1971: 49COMMA an. 86). In ARIE it is stated that the inscription is written in ""archaic characters."" The inscription was published without a picture. Regnal year: Mai(kali)rāju",DHARMA,CC-BY-SA,,,,74
75,,INSTelugu00075,ARIE 1916-1917: 85 (appendix C/1917COMMA No. 169),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00075,,,,,On a stone lying in a field in SelapāduCOMMA hamlet of Śēkūru,ARTTelugu000068,,,donative,,,,Telugu,,,,,,,,,,,,,14,,,,,,,752-805,,,reign,,,,Ramayya Pantulu 1948: 112 (SII XCOMMA 217)$Lakshminarayan Rao 1948: xliv,ARIE 1916-1917: 85 (appendix C/1917COMMA No. 169)$Radha Krishna 1971: 39COMMA No. 55,,Only two rulers of the Eastern Cāḷukya dynasty named Viṣṇuvardhana ruled for more than 30 years (Viṣṇuvardhana III & IV). The date interval encompasses the time from the 33rd year of Viṣṇuvardhana III until the 33rd year of Viṣṇuvardhana IV. The inscription was published without a picture. Regnal year: Sarvalokāśraya-ViṣṇuvardhanaCOMMA year 33,DHARMA,CC-BY-SA,,,,75
76,,INSTelugu00076,ARIE 1923: 16 (appendix B/1922COMMA No. 342),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00076,Hero stone from the time of Manujatriṇētra-Vaidumbamahārāju,,,,On a slab set up to the north of Cēnnārāyaṇapalle (the one closer to Madanapalle),ARTTelugu000069,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,15,,,,,,,,,,,,,,Ramayya Pantulu 1948: 342-343 (SII XCOMMA 639),ARIE 1923: 16 (appendix B/1922COMMA No. 342)$Sastri 1969: 342COMMA No. 90$Radha Krishna 1971: 54-55COMMA No. 79,,The inscription was published without a picture. Regnal year: Manuja-Triṇētra-Vaidumba-Mahārāja,DHARMA,CC-BY-SA,,,,76
77,,INSTelugu00077,ARIE 1923:13 (appendix B/1922COMMA No. 308),2022-01,jeth,2022-03-15,,,,DHARMA,Telugu,CC0,INSTelugu00077,Hero stone of Śrī Meddi under the rule of Candragaṇḍatriṇētravīramahārāju,,,,On a slab in a field at Mudivēḍu,ARTTelugu000070,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,8,,,,,,880,,low,,reign,,,,Ramayya Pantulu 1948: 339 (SII XCOMMA 628),ARIE 1923:13 (appendix B/1922COMMA No. 308)$Sastri 1969: 339COMMA No. 82$Radha Krishna 1971: 52-53COMMA No. 76,,The ruler is Gaṇḍa-Triṇētra of the Vaidumba dynasty. The inscription mentions a battle of Sōravāḍi that probably is identical with Soremati/Sōramaḍi. This battle probably took place between 870 and 879. Since the inscription mentions this battle it is to be dated not too late after 879. The inscription was published without a picture. Regnal year: Candra-Gaṇḍa-Triṇētra-Vīramahārāja,DHARMA,CC-BY-SA,,,,77
78,,INSTelugu00078,ARIE 1923: 14 (appendix B/1922COMMA No. 310),2022-01,jeth,2022-03-16,,,,DHARMA,Telugu,CC0,INSTelugu00078,Hero stone of Śrī Ēḷuḷakālavilmeṟe,,,,On one of three slabs set up in a field at Mudivēḍu,ARTTelugu000071,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,9,,,,,,880,,low,,,,,,Ramayya Pantulu 1848: 340 (SII XCOMMA 629),ARIE 1923: 14 (appendix B/1922COMMA No. 310)$Sastri 1969: 339-340COMMA No. 83$Radha Krishna 1971: 53COMMA No. 77,,The inscription mentions a battle of Sōramaḍi. This battle probably took place between 870 and 879. Since the inscription mentions this battle it is to be dated not too late after 879. The inscription was published without a picture. Regnal year: Ēḷuḷakālavilmeṟe,DHARMA,CC-BY-SA,,,,78
79,,INSTelugu00079,ARIE 1923: 13(appendix B/1922COMMA No. 300),2022-01,jeth,2022-03-16,,,,DHARMA,Telugu,CC0,INSTelugu00079,Inscription near Kurubalakōṭa mentioning Gaṇḍaseṅkali and the Cōḻa,,,,On a broken slab lying in a field to the south of Kurubalakōṭa,ARTTelugu000072,,,unknown_text_type,,,,Telugu,,,,,,,,,,,,,5,,,,,,,849-892,low,,reign,,,,Ramayya Pantulu 1948: 338 (SII XCOMMA 625),ARIE 1923: 13(appendix B/1922COMMA No. 300)$Sastri 1969: 338COMMA No. 79$Radha Krishna 1971: 61COMMA No. 83,,The date interval represents the rule of Eastern Cāḷukya Guṇaga-Vijayāditya III because he is said to have defeated a certain Saṁkila in battle. The latter is mentioned together with rulers of the Gaṅga and the Nōḻamba who are said to have also been defeated. Under the premise that Saṁkila is the same as Saṅkali of the Telugu inscription he must have ruled in the time of Vijayāditya III. The inscription was published without a picture. Regnal year: Gaṇḍaseṅkali,DHARMA,CC-BY-SA,,,,79
80,,INSTelugu00080,ARIE 1923: 13 (appendix B/1922COMMA No. 301),2022-01,jeth,2022-03-16,,,,DHARMA,Telugu,CC0,INSTelugu00080,Hero stone of Bīreya at Kurubalakōṭa mentioning Gaṇḍasaṅkali and the Cōḻas,,,,On a slab in a field to the south of Kurubalakōṭa,ARTTelugu000073,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,5,,,,,,,849-892,low,,reign,,,,Ramayya Pantulu 1948: 339 (SII XCOMMA 626),ARIE 1923: 13 (appendix B/1922COMMA No. 301)$Sastri 1969: 338COMMA No. 80$Radha Krishna 1971: 61COMMA No. 84,,The date interval represents the rule of Eastern Cāḷukya Guṇaga-Vijayāditya III because he is said to have defeated a certain Saṁkila in battle. The latter is mentioned together with rulers of the Gaṅga and the Nōḻamba who are said to have also been defeated. Under the premise that Saṁkila is the same as Saṅkali of the Telugu inscription he must have ruled in the time of Vijayāditya III. The inscription was published without a picture. Regnal year: Gaṇḍasaṅkali,DHARMA,CC-BY-SA,,,,80
81,,INSTelugu00081,ARIE 1923: 16 (appendix B/1922COMMA No. 338),2022-01,jeth,2022-03-17,,,,DHARMA,Telugu,CC0,INSTelugu00081,Pannasa given to Pāṟacāri by Gaṇḍatriṇētra Baydumbamahārāju,,,,On a slab in a field near GālivāṇḍlapalleCOMMA hamlet of Guḍupalle,ARTTelugu000074,,,donative-religious_land_grant,,,,Telugu,,,,,,,,,,,,,11,,,,,,,835-880,,,reign,,,,Ramayya Pantulu 1948: 341 (SII XCOMMA 635),ARIE 1923: 16 (appendix B/1922COMMA No. 338)$Sastri 1969: 341COMMA No. 87$Radha Krishna 1971: 51COMMA No. 74,,The dynasty is Vaidumba. The inscription was published without a picture. Regnal year: Gaṇḍa-triṇētra baydumba-mahārāja,DHARMA,CC-BY-SA,,,,81
82,,INSTelugu00082,ARIE 1923: 15 (appendix B/1922COMMA No. 327),2022-01,jeth,2022-03-17,,,,DHARMA,Telugu,CC0,INSTelugu00082,Hero stone of the reign of Vaidumbamahārāju,,,,On two pieces of a broken slab lying in a field to the north of Rāmanāyanikōṭa,ARTTelugu000075,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,11,,,,,,,835-880,,,reign,,,,Ramayya Pantulu 1948: 341 (SII XCOMMA 634),ARIE 1923: 15 (appendix B/1922COMMA No. 327)$Radha Krishna 1971: 78COMMA No. 97,,Vaidumba-mahārāja probably is Gaṇḍa-triṇētra Vaidumba-mahārāja. The inscription is very much damaged and the edition does not give reliable information about the size of the gaps. According to ARIE the inscription was found written on two pieces of a broken slab. This is not reflected in the edition (SII). The inscription was published without a picture. Regnal year: Vaidumba-mahārāja,DHARMA,CC-BY-SA,,,,82
83,,INSTelugu00083,ARIE 1905: 13 (appendix A/1904COMMA No. 374),2022-01,jeth,2022-03-17,,,,DHARMA,Telugu,CC0,INSTelugu00083,Hero stone of Gaṇḍamaykali,,,,On a slab set up in a grove called Polimēratōpu near Cinna-Tippasamudram,ARTTelugu000076,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,6,,,,,,,,,,,,,,Ramayya Pantulu 1948: 337 (SII XCOMMA 621),ARIE 1905: 13 (appendix A/1904COMMA No. 374)$Sastri 1969: 336COMMA No. 75$Radha Krishna 1971: 75COMMA No. 91,,The dynasty is probably Vaidumba. Radha Krishna assigns the date to the 9th-10th c. CE; but that is doubtful. The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,83
84,,INSTelugu00084,ARIE 1906: 18 (appendix A/1905COMMA No. 288),2022-01,jeth,2022-03-17,,,,DHARMA,Telugu,CC0,INSTelugu00084,Hero stone of Candrāditya,,,,On a slab set up near the Śiva templeCOMMA west of Madanapalle,ARTTelugu000077,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,7,,,,,,,,,,,,,,Ramayya Pantulu 1948: 338 (SII XCOMMA 622),ARIE 1906: 18 (appendix A/1905COMMA No. 288)$Sastri 1969: 337COMMA No. 76$Radha Krishna 1971: 79COMMA No. 99,,It is not clear who this Mahārāja is but MadanapalleCOMMA the find spot of the inscriptionCOMMA belonged to the realm of the Vaidumbas. ThereforeCOMMA Mahārāja could be Gaṇḍa-triṇētra. But this is doubtful. The inscription was published without a picture. Regnal year: Śrī Mahārāja,DHARMA,CC-BY-SA,,,,84
85,,INSTelugu00085,ARIE 1906: 18 (appendix A/1905COMMA No. 294),2022-01,jeth,2022-03-17,,,,DHARMA,Telugu,CC0,INSTelugu00085,Hero stone at Basinikoṇḍa,,,,On a broken slab lying in a field at Basinikoṇḍa near Madanapalle,ARTTelugu000078,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,9,,,,,,,,,,,,,,Ramayya Pantulu 1948: 338 (SII XCOMMA 623),ARIE 1906: 18 (appendix A/1905COMMA No. 294)$Sastri 1969: 337COMMA No. 77$Radha Krishna 1971: 76-77COMMA No. 93,,The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,85
86,,INSTelugu00086,ARIE 1923 : 13 (appendix B/1922COMMA No. 296),2022-01,jeth,2022-03-18,,,,DHARMA,Telugu,CC0,INSTelugu00086,Hero stone near Nāgavūṭikālva,,,,On a broken slab in a field near the Nāgavūṭikālva to the west of Cipili,ARTTelugu000079,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,3,,,,,,,,,,,,,,Ramayya Pantulu 1948: 338COMMA No. 624,ARIE 1923 : 13 (appendix B/1922COMMA No. 296)$Sastri 1969: 337-338COMMA No. 78$ Radha Krishna 1971: 80COMMA No. 100,,The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,86
87,,INSTelugu00087,ARIE 1923 : 13 (appendix B/1922COMMA No. 307),2022-01,jeth,2022-03-18,,,,DHARMA,Telugu,CC0,INSTelugu00087,Grant of a pannasa under the rule of Śrī Pōrirāju (Vaidumba?),,,,On a slab in a field near TupākulollapalleCOMMA hamlet of Gollapalle,ARTTelugu000080,,,donative,,,,Telugu,,,,,,,,,,,,,17,,A:10§B:7,,,,,,,,,,,,Ramayya Pantulu 1948: 339 (SII XCOMMA 627),ARIE 1923 : 13 (appendix B/1922COMMA No. 307)$Sastri 1969: 338-339COMMA No. 81$ Radha Krishna 1971: 76COMMA No. 92,,The inscription was published without a picture. Regnal year: Śrī Pōrirāju,DHARMA,CC-BY-SA,,,,87
88,,INSTelugu00088,ARIE 1923 : 15 (appendix B/1922COMMA No. 326),2022-01,jeth,2022-03-18,,,,DHARMA,Telugu,CC0,INSTelugu00088,Hero stone of Menṭha (?)COMMA mentioning the Cōḻa (Vaidumba?),,,,On a slab lying in a field to the north of Rāmanāyanikōṭa,ARTTelugu000075,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,3,,,,,,,,,,,,,,Ramayya Pantulu 1948: 340 (SII XCOMMA 630),ARIE 1923 : 15 (appendix B/1922COMMA No. 326)$Sastri 1969: 340COMMA No. 84$ Radha Krishna 1971: 80COMMA No. 101,,The inscription was published without a picture.,DHARMA,CC-BY-SA,,,,88
89,,INSTelugu00089,ARIE 1923: 16 (appendix B/1922COMMA No. 341),2022-01,jeth,2022-03-18,,,,DHARMA,Telugu,CC0,INSTelugu00089,Hero stone of Kuḷḷamma under the rule of Vīramahārāju (Vaidumba?),,,,On a slab in front of the Maddemma temple to the south of Gaṅgireḍḍipalle,ARTTelugu000081,,,commemorative-memorial-hero_memorial,,,,Telugu,,,,,,,,,,,,,10,,,,,,,835-880,,,reign,,,,Ramayya Pantulu 1948: 340 (SII XCOMMA 631),ARIE 1923: 16 (appendix B/1922COMMA No. 341)$Sastri 1969: 340COMMA No. 85$ Radha Krishna 1971: 79COMMA No. 98,,The date interval is given under the premise that Śrī Vīramahārāja is identical with Gaṇḍa-Triṇētra of the Vaidumba dynasty. The inscription was published without a picture. Regnal year: Śrī Vīramahārāja,DHARMA,CC-BY-SA,,,,89
