0,Fields group,Management of the resource,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,,0
0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
,,INSPallava00232,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00233,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00234,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00235,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00236,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00237,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00238,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00239,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00240,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00241,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00242,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00243,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00244,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00245,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00246,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00247,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00248,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00249,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00250,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00251,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00252,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00253,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00254,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00255,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00256,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00257,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00258,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00259,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00260,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00261,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00262,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00263,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00264,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00265,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00266,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00267,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00268,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00269,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00270,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00271,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00272,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00273,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00274,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00275,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00276,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00277,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00278,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00279,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00280,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00281,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00282,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00283,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00284,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00285,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00286,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00287,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00288,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00289,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00290,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00291,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00292,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00293,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00294,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00295,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00296,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00297,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00298,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00299,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00300,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00301,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00302,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00303,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00304,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00305,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00306,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00307,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00308,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00309,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00310,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00311,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00312,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00313,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00314,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00315,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00316,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00317,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00318,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00319,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00320,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00321,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00322,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00323,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00324,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00325,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00326,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00327,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00328,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00329,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00330,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00331,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00332,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00333,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00334,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00335,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00336,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00337,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00338,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00339,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00340,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00341,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00342,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00343,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00344,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00345,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00346,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00347,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00348,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00349,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00350,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00351,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00352,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00353,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00354,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00355,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
,,INSPallava00356,,,emfr,,,,,DHARMA,Pallava,CC0,INSPallava00356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
